id,Action
579,0.755
580,0.999
581,1
582,1
583,1
584,0.983
585,1
586,0.992
587,0.982
588,1
589,0.999
590,0.994
591,0.996
592,1
593,1
594,1
595,1
596,1
597,1
598,0.971
599,1
600,0.99
601,1
602,0.999
603,1
604,1
605,0.995
606,0.994
607,1
608,1
609,1
610,0.999
611,0.996
612,1
613,1
614,0.87
615,0.996
616,0.577
617,1
618,1
619,1
620,0.999
621,1
622,1
623,1
624,0.975
625,0.432
626,1
627,1
628,0.992
629,1
630,1
631,1
632,0.949
633,1
634,1
635,0.981
636,0.995
637,0.996
638,1
639,0.998
640,1
641,1
642,1
643,0.996
644,0.992
645,1
646,1
647,1
648,1
649,1
650,0.722
651,1
652,1
653,0.579
654,1
655,0.981
656,1
657,1
658,0.999
659,1
660,0.945
661,1
662,0.999
663,1
664,0.998
665,0.993
666,0.893
667,0.997
668,0.925
669,0.606
670,0.989
671,0.999
672,0.991
673,0.987
674,0.99
675,0.997
676,1
677,0.999
678,1
679,0.999
680,1
681,0.748
682,0.963
683,1
684,1
685,0.999
686,1
687,1
688,1
689,1
690,1
691,1
692,1
693,0.996
694,1
695,0.997
696,0.999
697,1
698,1
699,1
700,1
701,1
702,0.981
703,0.998
704,1
705,0.992
706,0.999
707,0.933
708,1
709,0.985
710,1
711,0.885
712,0.996
713,1
714,1
715,0.998
716,0.873
717,1
718,1
719,0.994
720,1
721,1
722,0.994
723,0.999
724,0.999
725,1
726,0.995
727,1
728,1
729,0.893
730,1
731,1
732,1
733,1
734,1
735,1
736,0.961
737,1
738,0.997
739,1
740,1
741,0.996
742,1
743,0.999
744,1
745,1
746,1
747,0.999
748,1
749,0.996
750,1
751,1
752,0.999
753,1
754,0.998
755,1
756,0.565
757,1
758,1
759,0.999
760,1
761,1
762,0.991
763,0.988
764,0.991
765,1
766,1
767,1
768,1
769,0.976
770,1
771,0.996
772,1
773,1
774,1
775,0.998
776,1
777,0.81
778,1
779,1
780,0.492
781,0.675
782,1
783,1
784,0.998
785,0.991
786,0.991
787,1
788,0.992
789,0.994
790,0.994
791,1
792,1
793,0.805
794,0.956
795,1
796,0.997
797,0.998
798,0.94
799,1
800,1
801,0.999
802,1
803,0.98
804,1
805,1
806,1
807,0.73
808,0.999
809,1
810,1
811,1
812,0.875
813,1
814,1
815,0.918
816,0.998
817,1
818,0.999
819,1
820,0.413
821,1
822,1
823,1
824,1
825,1
826,0.974
827,1
828,1
829,1
830,1
831,0.89
832,1
833,1
834,1
835,1
836,0.763
837,1
838,1
839,1
840,1
841,0.918
842,1
843,0.999
844,1
845,1
846,1
847,1
848,1
849,0.998
850,0.456
851,1
852,0.998
853,1
854,0.12
855,1
856,1
857,0.95
858,1
859,1
860,1
861,1
862,1
863,0.999
864,1
865,0.157
866,1
867,1
868,0.991
869,0.987
870,1
871,1
872,1
873,0.999
874,1
875,1
876,0.996
877,1
878,0.996
879,1
880,0.999
881,0.933
882,1
883,1
884,0.992
885,0.999
886,1
887,0.708
888,1
889,1
890,1
891,0.994
892,0.994
893,0.673
894,1
895,0.999
896,0.84
897,0.99
898,0.996
899,0.576
900,1
901,1
902,1
903,0.995
904,1
905,1
906,0.999
907,1
908,1
909,0.996
910,0.991
911,0.95
912,1
913,1
914,1
915,0.992
916,0.996
917,1
918,1
919,1
920,1
921,0.993
922,0.996
923,0.997
924,1
925,0.994
926,0.992
927,1
928,0.984
929,1
930,1
931,1
932,1
933,1
934,1
935,1
936,0.991
937,1
938,1
939,1
940,0.992
941,1
942,1
943,0.644
944,1
945,1
946,1
947,1
948,1
949,1
950,0.908
951,0.998
952,0.963
953,0.997
954,1
955,0.842
956,0.114
957,1
958,1
959,0.493
960,1
961,0.904
962,0.999
963,1
964,0.991
965,1
966,0.799
967,1
968,0.645
969,1
970,0.992
971,0.993
972,1
973,1
974,1
975,1
976,1
977,0.996
978,0.993
979,1
980,0.74
981,1
982,1
983,1
984,0.034
985,1
986,1
987,1
988,1
989,1
990,0.995
991,0.304
992,0.997
993,1
994,1
995,1
996,1
997,0.999
998,1
999,1
1000,0.996
1001,1
1002,1
1003,0.984
1004,1
1005,0.996
1006,1
1007,1
1008,1
1009,1
1010,0.999
1011,0.999
1012,0.967
1013,1
1014,0.995
1015,1
1016,1
1017,0.738
1018,0.992
1019,0.992
1020,1
1021,1
1022,0.983
1023,1
1024,0.996
1025,0.801
1026,0.934
1027,1
1028,0.993
1029,1
1030,1
1031,0.994
1032,1
1033,1
1034,1
1035,1
1036,1
1037,0.999
1038,0.989
1039,1
1040,0.924
1041,0.998
1042,0.996
1043,0.944
1044,0.928
1045,0.97
1046,1
1047,1
1048,0.999
1049,0.999
1050,0.994
1051,1
1052,1
1053,1
1054,0.958
1055,1
1056,0.998
1057,1
1058,1
1059,1
1060,1
1061,0.999
1062,1
1063,1
1064,1
1065,1
1066,1
1067,1
1068,1
1069,1
1070,1
1071,0.98
1072,0.999
1073,1
1074,0.993
1075,1
1076,1
1077,0.997
1078,1
1079,0.994
1080,0.574
1081,1
1082,1
1083,1
1084,1
1085,1
1086,1
1087,0.994
1088,0.998
1089,1
1090,1
1091,1
1092,0.992
1093,1
1094,1
1095,1
1096,1
1097,1
1098,1
1099,1
1100,1
1101,0.999
1102,0.994
1103,1
1104,0.627
1105,1
1106,1
1107,1
1108,0.996
1109,0.999
1110,1
1111,1
1112,0.95
1113,1
1114,0.991
1115,1
1116,1
1117,1
1118,0.857
1119,0.817
1120,1
1121,0.998
1122,0.986
1123,0.997
1124,0.824
1125,1
1126,0.993
1127,1
1128,1
1129,1
1130,0.999
1131,0.84
1132,0.999
1133,1
1134,0.997
1135,0.818
1136,0.928
1137,1
1138,1
1139,1
1140,1
1141,1
1142,1
1143,1
1144,1
1145,0.999
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,0.715
1155,1
1156,1
1157,0.92
1158,1
1159,0.999
1160,1
1161,1
1162,0.998
1163,1
1164,1
1165,1
1166,0.913
1167,1
1168,1
1169,0.998
1170,0.718
1171,1
1172,1
1173,0.991
1174,0.996
1175,1
1176,1
1177,1
1178,1
1179,0.996
1180,0.484
1181,1
1182,0.95
1183,0.999
1184,1
1185,1
1186,0.993
1187,1
1188,0.442
1189,0.997
1190,1
1191,1
1192,1
1193,1
1194,0.996
1195,1
1196,0.991
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,0.927
1210,0.971
1211,1
1212,1
1213,0.938
1214,0.994
1215,1
1216,0.99
1217,0.954
1218,1
1219,0.994
1220,0.998
1221,1
1222,0.999
1223,0.998
1224,0.995
1225,1
1226,1
1227,0.923
1228,1
1229,0.996
1230,1
1231,0.998
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,0.999
1239,1
1240,0.999
1241,1
1242,0.996
1243,1
1244,1
1245,1
1246,0.995
1247,1
1248,0.999
1249,1
1250,1
1251,0.934
1252,0.964
1253,1
1254,1
1255,1
1256,1
1257,0.634
1258,0.999
1259,0.994
1260,1
1261,1
1262,1
1263,1
1264,1
1265,1
1266,1
1267,0.993
1268,1
1269,0.911
1270,1
1271,0.998
1272,1
1273,1
1274,0.969
1275,0.997
1276,0.999
1277,0.997
1278,1
1279,0.997
1280,0.995
1281,1
1282,0.952
1283,1
1284,1
1285,1
1286,1
1287,0.952
1288,1
1289,0.738
1290,1
1291,1
1292,1
1293,1
1294,1
1295,1
1296,0.999
1297,1
1298,0.999
1299,0.995
1300,0.219
1301,0.99
1302,1
1303,1
1304,1
1305,0.808
1306,1
1307,1
1308,1
1309,1
1310,1
1311,1
1312,1
1313,0.935
1314,1
1315,0.993
1316,1
1317,1
1318,1
1319,0.996
1320,0.989
1321,0.966
1322,1
1323,1
1324,1
1325,1
1326,0.993
1327,0.998
1328,0.995
1329,1
1330,1
1331,1
1332,0.999
1333,0.965
1334,1
1335,0.964
1336,1
1337,1
1338,1
1339,0.414
1340,1
1341,1
1342,0.997
1343,1
1344,1
1345,1
1346,1
1347,1
1348,1
1349,1
1350,1
1351,1
1352,0.999
1353,0.993
1354,1
1355,1
1356,1
1357,0.953
1358,0.966
1359,0.066
1360,0.39
1361,0.999
1362,0.998
1363,1
1364,0.988
1365,1
1366,0.908
1367,1
1368,0.993
1369,1
1370,0.999
1371,1
1372,1
1373,1
1374,0.999
1375,1
1376,0.995
1377,1
1378,1
1379,0.994
1380,0.996
1381,1
1382,1
1383,1
1384,1
1385,1
1386,1
1387,1
1388,0.954
1389,1
1390,0.999
1391,0.116
1392,1
1393,0.975
1394,1
1395,0.995
1396,1
1397,0.995
1398,1
1399,0.99
1400,1
1401,1
1402,0.997
1403,0.999
1404,0.992
1405,0.996
1406,0.994
1407,0.994
1408,1
1409,1
1410,0.997
1411,0.997
1412,1
1413,0.355
1414,0.878
1415,0.776
1416,0.999
1417,1
1418,0.994
1419,1
1420,1
1421,1
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,0.784
1429,0.352
1430,1
1431,0.992
1432,1
1433,0.84
1434,0.996
1435,0.612
1436,1
1437,1
1438,0.999
1439,0.996
1440,1
1441,1
1442,0.998
1443,1
1444,1
1445,1
1446,1
1447,0.999
1448,1
1449,1
1450,0.988
1451,0.989
1452,1
1453,1
1454,1
1455,0.989
1456,1
1457,0.999
1458,1
1459,0.999
1460,1
1461,1
1462,0.23
1463,1
1464,0.945
1465,1
1466,1
1467,0.999
1468,1
1469,0.995
1470,1
1471,1
1472,1
1473,0.997
1474,1
1475,1
1476,1
1477,0.998
1478,0.998
1479,1
1480,1
1481,0.992
1482,0.377
1483,1
1484,1
1485,1
1486,1
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,0.995
1494,0.983
1495,0.997
1496,1
1497,1
1498,0.993
1499,1
1500,1
1501,1
1502,0.499
1503,0.994
1504,0.999
1505,1
1506,0.992
1507,1
1508,0.872
1509,1
1510,1
1511,0.993
1512,1
1513,0.997
1514,1
1515,0.996
1516,0.986
1517,0.379
1518,1
1519,1
1520,1
1521,0.995
1522,1
1523,1
1524,0.994
1525,1
1526,0.996
1527,0.998
1528,1
1529,1
1530,0.998
1531,0.989
1532,1
1533,1
1534,1
1535,0.999
1536,1
1537,1
1538,1
1539,1
1540,0.996
1541,1
1542,1
1543,0.975
1544,0.994
1545,0.999
1546,1
1547,1
1548,1
1549,1
1550,1
1551,1
1552,1
1553,1
1554,1
1555,1
1556,1
1557,0.992
1558,1
1559,0.999
1560,0.546
1561,0.998
1562,0.551
1563,0.992
1564,1
1565,1
1566,0.987
1567,1
1568,0.732
1569,1
1570,1
1571,0.549
1572,1
1573,0.24
1574,1
1575,0.994
1576,0.997
1577,1
1578,0.755
1579,0.98
1580,0.75
1581,1
1582,0.999
1583,1
1584,1
1585,0.997
1586,0.883
1587,0.997
1588,1
1589,1
1590,1
1591,1
1592,1
1593,1
1594,0.988
1595,0.122
1596,0.996
1597,1
1598,1
1599,0.193
1600,0.999
1601,1
1602,0.997
1603,0.988
1604,1
1605,1
1606,0.999
1607,0.983
1608,0.875
1609,1
1610,0.997
1611,1
1612,1
1613,1
1614,0.951
1615,1
1616,1
1617,0.423
1618,0.997
1619,1
1620,0.991
1621,0.992
1622,0.843
1623,0.999
1624,1
1625,0.995
1626,1
1627,0.508
1628,1
1629,1
1630,1
1631,1
1632,1
1633,0.999
1634,1
1635,0.997
1636,0.971
1637,0.944
1638,1
1639,0.838
1640,0.998
1641,1
1642,0.513
1643,1
1644,1
1645,0.915
1646,0.998
1647,1
1648,0.995
1649,0.997
1650,1
1651,0.999
1652,1
1653,1
1654,1
1655,1
1656,1
1657,1
1658,0.999
1659,1
1660,1
1661,0.999
1662,1
1663,1
1664,1
1665,0.806
1666,1
1667,0.719
1668,1
1669,1
1670,1
1671,0.302
1672,0.993
1673,0.999
1674,1
1675,0.044
1676,0.595
1677,1
1678,0.999
1679,0.997
1680,1
1681,1
1682,0.994
1683,0.999
1684,0.999
1685,1
1686,1
1687,0.975
1688,1
1689,1
1690,0.997
1691,1
1692,1
1693,1
1694,0.893
1695,0.999
1696,1
1697,0.99
1698,0.965
1699,1
1700,0.996
1701,1
1702,1
1703,0.897
1704,1
1705,1
1706,0.998
1707,0.999
1708,1
1709,1
1710,1
1711,1
1712,1
1713,0.776
1714,1
1715,0.982
1716,1
1717,0.544
1718,0.625
1719,1
1720,0.975
1721,0.998
1722,1
1723,1
1724,1
1725,0.999
1726,1
1727,1
1728,1
1729,1
1730,1
1731,1
1732,1
1733,1
1734,0.999
1735,1
1736,1
1737,1
1738,1
1739,0.964
1740,1
1741,1
1742,0.999
1743,1
1744,1
1745,1
1746,1
1747,0.849
1748,1
1749,1
1750,0.992
1751,1
1752,1
1753,1
1754,1
1755,1
1756,0.998
1757,1
1758,0.998
1759,1
1760,1
1761,0.939
1762,0.991
1763,0.997
1764,1
1765,1
1766,1
1767,1
1768,0.868
1769,1
1770,1
1771,0.995
1772,1
1773,0.999
1774,0.994
1775,1
1776,0.974
1777,0.999
1778,0.951
1779,1
1780,0.964
1781,0.996
1782,0.905
1783,1
1784,0.997
1785,0.995
1786,0.997
1787,0.989
1788,1
1789,0.999
1790,1
1791,0.654
1792,1
1793,1
1794,0.995
1795,1
1796,0.887
1797,0.988
1798,1
1799,1
1800,1
1801,1
1802,1
1803,0.995
1804,1
1805,0.589
1806,0.793
1807,1
1808,0.998
1809,1
1810,1
1811,1
1812,1
1813,0.62
1814,0.42
1815,1
1816,1
1817,0.99
1818,0.994
1819,1
1820,1
1821,1
1822,1
1823,1
1824,0.94
1825,0.999
1826,0.994
1827,1
1828,1
1829,1
1830,0.982
1831,1
1832,1
1833,0.999
1834,0.998
1835,0.995
1836,1
1837,1
1838,0.605
1839,1
1840,0.989
1841,0.842
1842,1
1843,1
1844,0.993
1845,1
1846,1
1847,1
1848,1
1849,1
1850,1
1851,0.599
1852,1
1853,0.961
1854,0.997
1855,0.984
1856,1
1857,1
1858,0.454
1859,0.999
1860,0.799
1861,1
1862,1
1863,0.994
1864,0.999
1865,0.999
1866,1
1867,1
1868,1
1869,0.978
1870,0.978
1871,1
1872,1
1873,0.686
1874,0.996
1875,0.468
1876,1
1877,1
1878,0.957
1879,0.993
1880,1
1881,1
1882,1
1883,0.59
1884,0.86
1885,0.864
1886,1
1887,1
1888,1
1889,1
1890,1
1891,0.996
1892,1
1893,1
1894,0.999
1895,1
1896,0.996
1897,1
1898,0.992
1899,0.802
1900,0.96
1901,0.872
1902,1
1903,1
1904,1
1905,0.999
1906,1
1907,1
1908,0.498
1909,0.991
1910,1
1911,1
1912,1
1913,1
1914,1
1915,0.991
1916,1
1917,1
1918,1
1919,0.86
1920,1
1921,0.932
1922,0.998
1923,1
1924,0.987
1925,1
1926,0.939
1927,1
1928,1
1929,1
1930,0.957
1931,1
1932,0.989
1933,1
1934,1
1935,1
1936,1
1937,1
1938,0.953
1939,0.994
1940,0.995
1941,1
1942,0.999
1943,0.961
1944,0.996
1945,0.999
1946,0.999
1947,0.738
1948,1
1949,1
1950,1
1951,1
1952,1
1953,1
1954,1
1955,1
1956,1
1957,0.638
1958,1
1959,1
1960,1
1961,0.998
1962,1
1963,0.982
1964,1
1965,1
1966,0.992
1967,1
1968,0.827
1969,0.88
1970,1
1971,0.068
1972,1
1973,1
1974,1
1975,1
1976,1
1977,1
1978,0.993
1979,1
1980,1
1981,1
1982,1
1983,0.668
1984,0.999
1985,0.999
1986,1
1987,0.651
1988,1
1989,1
1990,0.872
1991,0.995
1992,1
1993,1
1994,1
1995,1
1996,0.997
1997,1
1998,1
1999,0.996
2000,0.99
2001,0.927
2002,1
2003,0.992
2004,1
2005,1
2006,1
2007,0.997
2008,0.625
2009,1
2010,0.981
2011,0.999
2012,1
2013,1
2014,0.996
2015,1
2016,0.998
2017,1
2018,1
2019,1
2020,0.999
2021,1
2022,0.951
2023,1
2024,0.994
2025,1
2026,0.986
2027,1
2028,1
2029,1
2030,0.497
2031,0.998
2032,1
2033,1
2034,0.926
2035,0.994
2036,1
2037,1
2038,0.985
2039,1
2040,1
2041,1
2042,0.985
2043,1
2044,0.8
2045,1
2046,0.998
2047,1
2048,0.996
2049,1
2050,0.999
2051,1
2052,0.976
2053,0.995
2054,1
2055,1
2056,0.963
2057,0.989
2058,1
2059,0.999
2060,0.899
2061,0.999
2062,1
2063,1
2064,1
2065,0.999
2066,1
2067,0.73
2068,0.998
2069,1
2070,1
2071,1
2072,1
2073,1
2074,1
2075,0.437
2076,0.989
2077,1
2078,0.993
2079,1
2080,1
2081,1
2082,1
2083,0.979
2084,0.976
2085,1
2086,1
2087,0.987
2088,1
2089,0.957
2090,1
2091,0.999
2092,1
2093,0.992
2094,0.999
2095,0.998
2096,1
2097,0.998
2098,0.69
2099,1
2100,1
2101,1
2102,0.997
2103,1
2104,1
2105,0.998
2106,1
2107,0.997
2108,1
2109,0.999
2110,1
2111,1
2112,0.949
2113,1
2114,1
2115,0.996
2116,1
2117,0.991
2118,1
2119,0.999
2120,0.991
2121,0.825
2122,0.997
2123,1
2124,1
2125,1
2126,0.996
2127,1
2128,1
2129,1
2130,1
2131,1
2132,0.744
2133,1
2134,0.999
2135,1
2136,1
2137,1
2138,0.999
2139,0.996
2140,1
2141,1
2142,1
2143,0.993
2144,0.99
2145,1
2146,0.848
2147,0.984
2148,1
2149,1
2150,1
2151,0.814
2152,1
2153,0.999
2154,0.985
2155,0.993
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,0.682
2163,0.976
2164,0.998
2165,1
2166,0.676
2167,1
2168,1
2169,1
2170,1
2171,0.999
2172,0.996
2173,0.989
2174,1
2175,0.946
2176,0.996
2177,1
2178,0.999
2179,0.998
2180,1
2181,1
2182,1
2183,1
2184,1
2185,1
2186,0.999
2187,1
2188,0.996
2189,1
2190,1
2191,1
2192,1
2193,1
2194,1
2195,1
2196,0.998
2197,0.99
2198,1
2199,0.998
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,0.834
2207,0.989
2208,0.999
2209,0.999
2210,0.999
2211,0.99
2212,1
2213,1
2214,0.997
2215,0.995
2216,1
2217,1
2218,0.999
2219,0.973
2220,1
2221,1
2222,0.991
2223,1
2224,1
2225,1
2226,1
2227,0.997
2228,0.997
2229,1
2230,0.967
2231,1
2232,1
2233,0.205
2234,1
2235,1
2236,1
2237,0.093
2238,0.999
2239,1
2240,0.487
2241,0.985
2242,0.982
2243,0.996
2244,0.955
2245,1
2246,0.974
2247,0.986
2248,1
2249,0.999
2250,1
2251,1
2252,1
2253,0.976
2254,1
2255,1
2256,0.706
2257,1
2258,0.528
2259,1
2260,1
2261,0.999
2262,1
2263,0.998
2264,0.999
2265,0.999
2266,0.701
2267,1
2268,0.997
2269,0.911
2270,1
2271,1
2272,1
2273,1
2274,1
2275,0.997
2276,1
2277,1
2278,1
2279,1
2280,0.823
2281,1
2282,1
2283,1
2284,0.978
2285,1
2286,1
2287,0.998
2288,0.998
2289,1
2290,1
2291,0.995
2292,1
2293,0.999
2294,1
2295,1
2296,0.991
2297,1
2298,0.986
2299,0.962
2300,1
2301,1
2302,1
2303,1
2304,0.999
2305,1
2306,0.84
2307,0.992
2308,0.99
2309,0.875
2310,1
2311,1
2312,1
2313,1
2314,1
2315,1
2316,1
2317,1
2318,1
2319,1
2320,1
2321,1
2322,1
2323,0.999
2324,0.901
2325,1
2326,1
2327,1
2328,1
2329,0.997
2330,1
2331,1
2332,1
2333,1
2334,0.998
2335,0.69
2336,0.867
2337,0.986
2338,0.999
2339,1
2340,0.799
2341,0.996
2342,0.963
2343,1
2344,1
2345,1
2346,0.998
2347,1
2348,0.995
2349,0.957
2350,1
2351,1
2352,0.996
2353,1
2354,1
2355,0.858
2356,1
2357,0.901
2358,0.758
2359,1
2360,0.999
2361,0.378
2362,1
2363,1
2364,1
2365,0.066
2366,1
2367,1
2368,1
2369,1
2370,1
2371,1
2372,0.978
2373,1
2374,1
2375,0.918
2376,1
2377,1
2378,1
2379,1
2380,1
2381,1
2382,1
2383,0.976
2384,0.595
2385,0.984
2386,0.261
2387,0.999
2388,1
2389,1
2390,1
2391,1
2392,0.996
2393,1
2394,1
2395,1
2396,1
2397,1
2398,1
2399,1
2400,1
2401,0.968
2402,1
2403,1
2404,1
2405,0.911
2406,0.504
2407,1
2408,0.13
2409,1
2410,1
2411,0.994
2412,1
2413,0.99
2414,0.999
2415,1
2416,1
2417,1
2418,1
2419,0.997
2420,1
2421,0.999
2422,1
2423,1
2424,1
2425,1
2426,1
2427,1
2428,1
2429,0.998
2430,0.65
2431,0.842
2432,0.999
2433,1
2434,0.994
2435,0.999
2436,1
2437,1
2438,1
2439,1
2440,1
2441,1
2442,0.991
2443,1
2444,0.993
2445,1
2446,1
2447,0.631
2448,0.817
2449,1
2450,1
2451,0.999
2452,0.982
2453,1
2454,0.998
2455,0.896
2456,1
2457,0.997
2458,1
2459,0.959
2460,1
2461,0.998
2462,1
2463,0.999
2464,1
2465,1
2466,1
2467,1
2468,1
2469,1
2470,0.99
2471,0.999
2472,0.998
2473,1
2474,0.991
2475,1
2476,0.999
2477,0.994
2478,0.999
2479,0.971
2480,1
2481,0.998
2482,1
2483,1
2484,1
2485,1
2486,1
2487,1
2488,0.999
2489,0.788
2490,1
2491,0.992
2492,0.999
2493,1
2494,1
2495,1
2496,1
2497,1
2498,0.979
2499,1
2500,0.977
2501,0.999
2502,1
2503,1
2504,1
2505,0.995
2506,1
2507,0.726
2508,1
2509,0.993
2510,1
2511,1
2512,1
2513,0.925
2514,1
2515,1
2516,0.999
2517,0.914
2518,0.996
2519,0.999
2520,0.997
2521,1
2522,0.989
2523,1
2524,1
2525,1
2526,1
2527,0.999
2528,1
2529,1
2530,0.985
2531,1
2532,1
2533,0.94
2534,1
2535,1
2536,1
2537,0.999
2538,1
2539,1
2540,1
2541,1
2542,0.823
2543,1
2544,1
2545,0.999
2546,0.999
2547,0.99
2548,0.733
2549,0.929
2550,0.996
2551,1
2552,1
2553,0.997
2554,1
2555,0.203
2556,1
2557,1
2558,0.994
2559,0.453
2560,1
2561,0.949
2562,0.992
2563,0.999
2564,0.982
2565,1
2566,1
2567,1
2568,0.775
2569,1
2570,1
2571,0.99
2572,1
